#Clock	Room0	Room1	Room2	Room3	
1	0	0	0	0	
2	0	0	0	0	
3	0	0	0	0	
4	0	0	0	0	
5	0	0	0	0	
6	0	0	0	0	
7	0	0	0	0	
8	0	0	0	0	
9	0	0	0	0	
10	0	0	0	0	
11	0	0	0	0	
12	0	0	0	0	
13	0	0	0	0	
14	0	0	0	0	
15	0	0	0	0	
16	0	0	0	0	
17	0	0	0	0	
18	0	0	0	0	
19	0	0	0	0	
20	0	0	0	0	
21	0	0	0	0	
22	0	0	0	0	
23	0	0	0	0	
24	0	0	0	0	
25	0	0	0	0	
26	0	0	0	0	
27	0	0	0	0	
28	0	0	0	0	
29	0	0	0	0	
30	0	0	0	0	
31	0	0	0	0	
32	0	0	0	0	
33	0	0	0	0	
34	0	0	0	0	
35	0	0	0	0	
36	0	0	0	0	
37	0	0	0	0	
38	0	0	0	1	
39	0	0	0	1	
40	0	0	0	1	
41	0	0	0	1	
42	0	0	0	1	
43	0	0	0	1	
44	0	0	0	1	
45	0	0	0	1	
46	0	0	0	1	
47	0	0	0	1	
48	0	0	0	1	
49	0	0	0	1	
50	0	0	0	1	
51	0	0	0	1	
52	0	0	0	1	
53	0	0	0	1	
54	0	0	0	1	
55	0	0	0	1	
56	0	0	0	1	
57	0	0	0	1	
58	0	0	0	1	
59	0	0	0	1	
60	0	0	0	1	
61	0	0	0	1	
62	0	0	0	1	
63	0	1	0	1	
64	0	1	0	1	
65	1	1	0	1	
66	1	1	0	1	
67	1	2	0	1	
68	1	2	1	1	
69	1	2	1	2	
70	1	2	1	2	
71	1	2	1	2	
72	1	2	1	2	
73	1	2	1	2	
74	1	2	1	2	
75	1	2	1	2	
76	1	2	1	2	
77	1	2	1	2	
78	1	2	1	2	
79	1	2	1	2	
80	1	2	2	2	
81	2	2	2	2	
82	2	2	2	2	
83	2	3	2	2	
84	2	3	2	2	
85	2	3	2	2	
86	2	3	2	3	
87	2	3	2	3	
88	2	3	2	3	
89	2	3	2	3	
90	2	3	2	3	
91	2	4	2	3	
92	2	5	2	3	
93	2	5	2	3	
94	2	5	2	4	
95	2	5	2	4	
